dataset,encoding,dim_reduction,model,accuracy
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.5365
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.5565
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.54375
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.5325
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.56325
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.57025
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.5505
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.561
jp_anime,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.5715
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.55575
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.5645
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.569
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.564
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.5685
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.53875
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.54175
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.54025
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.53775
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.539
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.5725
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.5535
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.573
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.56725
jp_anime,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.56725
jp_anime,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.50575
jp_anime,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.53
jp_anime,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.516
jp_anime,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.4955
jp_anime,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.52075
jp_anime,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5185
jp_anime,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.513
jp_anime,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.5115
jp_anime,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.51425
jp_anime,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.52125
jp_anime,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.50025
jp_anime,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.531
jp_anime,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.52075
jp_anime,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.4965
jp_anime,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.54025
jp_anime,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.52375
jp_anime,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.52225
jp_anime,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.536
jp_anime,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.5025
jp_anime,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.52725
jp_anime,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.51575
jp_anime,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.515
jp_anime,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.5105
jp_anime,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.51475
jp_anime,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.5115
jp_anime,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.491
jp_anime,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.49775
jp_anime,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.53925
jp_anime,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.533
jp_anime,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.52575
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.54325
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.544
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.5455
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.51725
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.55875
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.51025
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.52075
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.53075
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.5
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.54
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.504
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.52475
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.5485
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.53275
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.5485
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.55625
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.53175
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5165
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.52175
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.52475
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.51375
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.5185
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.5225
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.51075
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.501
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.49325
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.53775
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.51175
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.48775
jp_anime,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.517
jp_anime,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.5735
jp_anime,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.55275
jp_anime,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.57325
jp_anime,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.558
jp_anime,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.56225
jp_anime,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.56575
jp_anime,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.5675
jp_anime,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.56475
jp_anime,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.5565
jp_anime,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.5735
jp_anime,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.54925
jp_anime,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.543
jp_anime,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.53825
jp_anime,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.54925
jp_anime,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.554
jp_anime,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.55675
jp_anime,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.56775
jp_anime,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.564
jp_anime,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.5725
jp_anime,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.5335
jp_anime,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.55225
jp_anime,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.5635
jp_anime,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.5635
jp_anime,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.56825
jp_anime,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.57775
jp_anime,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.5415
jp_anime,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.54425
jp_anime,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.52325
jp_anime,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.55675
jp_anime,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.548
jp_anime,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.568
jp_anime,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.56325
jp_anime,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.57425
jp_anime,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.56975
jp_anime,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.56225
jp_anime,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.5265
jp_anime,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.544
jp_anime,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.548
jp_anime,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.54775
jp_anime,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.549
jp_anime,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.54975
jp_anime,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.53125
jp_anime,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.54025
jp_anime,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.5295
jp_anime,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.526
jp_anime,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.54925
jp_anime,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.51325
jp_anime,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.507
jp_anime,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.546
jp_anime,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.5505
jp_anime,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.5685
jp_anime,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.56225
jp_anime,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.56175
jp_anime,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.56075
jp_anime,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.573
jp_anime,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.5555
jp_anime,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.539
jp_anime,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.545
jp_anime,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.53875
jp_anime,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.554
jp_anime,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.55975
jp_anime,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.569
jp_anime,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.54975
jp_anime,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.57025
jp_anime,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.5795
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.49625
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5005
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.47775
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5405
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.512
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.51525
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.5
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.49625
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.48325
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.485
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.5035
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.49375
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.54
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.4865
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.538
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.53325
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.49725
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.50225
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.515
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.50225
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.53625
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.504
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.4835
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.49525
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.5055
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.503
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.499
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.48975
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.501
jp_anime,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.51125
jp_anime,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.5405
jp_anime,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.55975
jp_anime,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.563
jp_anime,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.561
jp_anime,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.55825
